headword,CEFR,level_num
split,B1,3
split,B2,4
spoil,B1,3
spokesman,B2,4
spokeswoman,B2,4
sponge,B1,3
sponsor,B1,3
sponsor,B2,4
spoon,A2,2
sport,A1,1
sports,B1,3
sports center/sports centre,A2,2
sportsmanship,B1,3
spot,A1,1
spot,B2,4
spray,B2,4
spray,B2,4
spread,A2,2
spread,B2,4
spreadsheet,B2,4
spring,A1,1
sprint,B2,4
spur,B2,4
spy,A1,1
squad,B2,4
square,A2,2
square,A2,2
squash,B2,4
squash,B2,4
squeeze,B2,4
stab,B2,4
stability,B2,4
stable,B1,3
stack,B2,4
stadium,A2,2
staff,A2,2
stage,A1,1
stagger,B2,4
stain,B2,4
stain,B2,4
stair,A2,2
stake,B2,4
stall,B1,3
stammer,B2,4
stamp,A2,2
stamp,B2,4
stand,A1,1
stand,A2,2
standard,B2,4
standard,B1,3
standby,B2,4
standstill,B2,4
stanza,B2,4
star,A1,1
star,B1,3
stare,B1,3
start,A1,1
start,A1,1
startle,B2,4
starvation,B2,4
starve,B2,4
starving,B2,4
state,B2,4
state,A2,2
state,B2,4
statement,A2,2
statesman,B2,4
statewide,B2,4
station,A1,1
statistics,B2,4
statue,A2,2
status,B1,3
stay,B1,3
stay,A1,1
steadily,B1,3
steady,B1,3
steak,A2,2
steal,A2,2
steam,B1,3
steel,B1,3
steely,B2,4
steep,B1,3
steer,B2,4
steering wheel,B2,4
stem,B1,3
step,A2,2
step,A1,1
stepfather,B2,4
stepmother,B2,4
stereotype,B2,4
stern,B2,4
stew,B2,4
stick,B2,4
stick,B1,3
sticker,B1,3
sticky,B1,3
stiff,B2,4
still,A1,1
still,A2,2
stimulant,B2,4
stimulate,B2,4
stimulation,B2,4
stingy,B2,4
stink,B2,4
stir,B1,3
stitch,B2,4
stock,B2,4
stock market,B2,4
stockpile,B2,4
stomach,A2,2
stomachache,A2,2
stone,A1,1
stonework,B2,4
stool,B2,4
stop,A1,1
stop,A1,1
stopover,B2,4
stopwatch,B2,4
storage,B1,3
store,A1,1
store,B2,4
storm,A2,2
stormy,B1,3
story,A1,1
storyteller,B1,3
stove,A2,2
straight,A2,2
straight,A1,1
straighten,B2,4
straightforward,B2,4
strain,B1,3
strain,B2,4
strait,B2,4
strand,B2,4
strange,A1,1
strangely,B1,3
stranger,A2,2
strangle,B2,4
strategic,B1,3
strategy,A2,2
straw,B1,3
strawberry,B1,3
stream,B1,3
stream,B1,3
street,A1,1
strength,A2,2
strengthen,B1,3
stress,B1,3
stress,B2,4
stressed,B1,3
stressful,B1,3
stretch,B1,3
stricken,B1,3
strict,A1,1
strictly,B2,4
stride,B2,4
strike,A2,2
strike,B1,3
striking,B2,4
string,A2,2
strip,B1,3
strip,B2,4
stripe,B1,3
strive,B2,4
stroke,B2,4
stroke,B2,4
strong,A1,1
strongly,A2,2
structure,A2,2
struggle,B1,3
struggle,B2,4
stubborn,B1,3
stubbornly,B2,4
stuck,B1,3
student,A1,1
studio,B1,3
study,A2,2
study,A1,1
stuff,A2,2
stuff,B2,4
stuffed,B1,3
stumble,B1,3
stun,B1,3
stunning,B1,3
stupid,B1,3
style,A2,2
stylish,B1,3
stylist,B2,4
subconscious,B1,3
subcontinent,B2,4
subculture,B2,4
subdivision,B2,4
subject,A1,1
subjunctive,B2,4
submarine,B1,3
submit,B2,4
subplot,B2,4
subside,B2,4
substance,B2,4
substantial,B1,3
substitute,B1,3
substitute,B2,4
subtitle,B2,4
subtle,B2,4
subtract,B2,4
suburb,B2,4
subway,A1,1
succeed,A2,2
success,A2,2
successful,A1,1
successfully,A2,2
successive,B2,4
such,A2,2
such,A2,2
suck,B2,4
sudden,A2,2
suddenly,B1,3
sue,B2,4
suffer,B1,3
suffering,B2,4
sufficient,B1,3
sufficiently,B2,4
suffix,B1,3
sugar,A1,1
suggest,A2,2
suggestion,A1,1
suicide,B1,3
suit,A2,2
suit,A2,2
suitable,A2,2
suitably,B2,4
suitcase,A2,2
sulfur/sulphur,B2,4
sum,A1,1
summarize/summarise,B1,3
summary,A2,2
summer,A1,1
summit,B1,3
sun,A1,1
sunbathe,B1,3
sunbeam,B2,4
Sunday,A1,1
sundial,B1,3
sunflower,A2,2
sunglasses,A2,2
sunlight,A2,2
sunny,A1,1
sunrise,B1,3
sunset,B1,3
sunshine,A1,1
super,A1,1
superb,B2,4
superintendent,B2,4
superior,B1,3
superlative,A2,2
supermarket,A1,1
supernatural,B2,4
superstar,A2,2
superstition,B1,3
supervise,B2,4
supervision,B2,4
supervisor,B2,4
supper,A2,2
supplement,B2,4
supplier,B2,4
supply,B1,3
supply,B2,4
support,A2,2
support,B1,3
supporter,B1,3
supportive,B1,3
suppose,B1,3
supposedly,B1,3
suppress,B2,4
sure,A1,1
sure,A2,2
surely,B1,3
surf,A1,1
surf,A2,2
surface,B1,3
surfing,A2,2
surge,B2,4
surgeon,B1,3
surgery,B1,3
surname,A2,2
surprise,A1,1
surprise,B1,3
surprised,A2,2
surprising,A2,2
surprisingly,B1,3
surrender,B2,4
surround,B1,3
surrounding,B1,3
surroundings,B2,4
surveillance,B2,4
survey,A1,1
survival,B1,3
survive,A2,2
survivor,B1,3
suspect,B1,3
suspect,B2,4
suspend,B2,4
suspicion,B1,3
suspicious,B2,4
suspiciously,B2,4
sustain,B2,4
swallow,A2,2
swan,B2,4
swarm,B1,3
swear,B1,3
sweat,B1,3
sweat,A2,2
sweater,A2,2
sweatshirt,B1,3
sweep,B2,4
sweet,A1,1
sweet,A2,2
sweetheart,A2,2
swell,B1,3
swift,B2,4
swim,A1,1
swim,A1,1
swimmer,B1,3
swimming,A1,1
swimming costume,A2,2
swimming pool,A1,1
swimsuit,A2,2
swing,B2,4
swing,B2,4
switch,B1,3
switch,B1,3
swollen,B1,3
sword,B1,3
syllable,B2,4
symbol,A2,2
symbolic,B2,4
sympathetic,B2,4
sympathize/sympathise,B2,4
sympathy,B1,3
symphony,A2,2
symptom,B1,3
syndrome,B1,3
synonym,B2,4
system,A2,2
systematic,B1,3
table,A1,1
table tennis,A2,2
tablecloth,B2,4
tablespoon,A2,2
tablet,B1,3
tabloid,B2,4
tabloid,B2,4
tack,B2,4
tackle,B2,4
tactile,B2,4
tag,B2,4
tail,B2,4
take,B1,3
take,A1,1
takeaway,B1,3
takeoff/take-off,B1,3
tale,B1,3
talent,A2,2
talented,B1,3
talk,B1,3
talk,A1,1
talkative,B1,3
tall,A1,1
tame,B2,4
tan,B2,4
tank,B1,3
tanned,B2,4
tap,A2,2
tap,B2,4
tape,A2,2
tape,B1,3
target,A2,2
task,A2,2
taste,B1,3
taste,B1,3
tasteless,B1,3
tasty,B1,3
tatter,B2,4
tattoo,B2,4
taunt,B2,4
tax,B1,3
taxi,A1,1
tea,A1,1
teach,A1,1
teacher,A1,1
teaching,B1,3
team,A1,1
teammate,B1,3
teamwork,B1,3
tear,A2,2
tear,B1,3
tease,B1,3
tease,B2,4
teaspoon,B2,4
technical,B2,4
technically,B2,4
technique,B1,3
technological,B1,3
technology,A1,1
teen,B1,3
teenage,A2,2
teenager,A2,2
telecommunications,B1,3
telegram,B1,3
telephone,A1,1
telephone,A2,2
telescope,B2,4
television,A1,1
tell,A1,1
teller,B1,3
temper,B1,3
temperate,B2,4
temperature,A2,2
temple,A1,1
temporarily,B2,4
temporary,B1,3
tempt,B1,3
temptation,B2,4
ten,A1,1
tend,B1,3
tendency,B1,3
tender,B2,4
tenderly,B2,4
tenderness,B2,4
tennis,A1,1
tense,B1,3
tense,B1,3
tension,B1,3
tent,B1,3
term,B1,3
terminal,B1,3
terrace,B2,4
terrible,A1,1
terribly,B1,3
terrific,B1,3
terrified,B1,3
terrify,A2,2
terrifying,B2,4
territory,B2,4
terror,B1,3
terrorism,B1,3
terrorist,A2,2
terrorist,B1,3
test,A1,1
test,B2,4
testify,B2,4
testimony,B2,4
text,A2,2
text,A2,2
text message,A2,2
textbook,A2,2
than,A1,1
than,A1,1
thank,A1,1
thankful,B1,3
thanks,A1,1
that,B2,4
that,A1,1
that,A1,1
that,A1,1
the,A1,1
theater/theatre,A1,1
theft,B1,3
their,A1,1
theirs,A2,2
them,A1,1
theme,B2,4
themselves,A2,2
then,A1,1
theorist,B2,4
theory,B1,3
therapist,B2,4
therapy,B2,4
there,A1,1
thereafter,B2,4
therefore,A2,2
thermometer,B2,4
these,A1,1
these,A1,1
thesis,B2,4
they,A1,1
thick,A1,1
thickly,B2,4
thickness,B2,4
thief,A2,2
thigh,B2,4
thin,A1,1
thing,A1,1
think,A1,1
thinker,B2,4
third,A2,2
third person,B2,4
thirdly,B2,4
thirst,B2,4
thirst,B1,3
thirsty,A2,2
thirteen,A1,1
thirty,A1,1
this,A1,1
this,A1,1
thorough,B1,3
thoroughly,B2,4
those,A1,1
those,A1,1
though,B2,4
though,A2,2
thought,A2,2
thoughtful,B2,4
thoughtless,B2,4
thousand,A2,2
thread,B2,4
threat,B1,3
threaten,B2,4
threatening,B1,3
three,A1,1
thrill,B2,4
thrilled,B2,4
thriller,B1,3
thrilling,B2,4
throat,B2,4
through,B1,3
through,A1,1
throughout,B1,3
throw,A1,1
throw,A2,2
thumb,B1,3
thump,B1,3
thunder,B1,3
thunderous,B1,3
thunderstorm,A2,2
Thursday,A1,1
thus,B1,3
tick,B1,3
tick,B1,3
ticket,A1,1
tickle,B2,4
tide,B1,3
tidy,A2,2
tidy,A2,2
tie,A2,2
tie,B1,3
tiger,A1,1
tight,A1,1
tight,B2,4
tighten,B1,3
tightly,B1,3
tightrope,B2,4
tights,A2,2
tile,B1,3
till,B1,3
till,A2,2
time,A1,1
time,B2,4
timeless,B2,4
timeliness,B2,4
timely,B1,3
times,B2,4
timetable,A2,2
timing,B2,4
tin,B1,3
tiny,B1,3
tip,A2,2
tip,B2,4
tiptoe,B2,4
tire,B1,3
tired,A1,1
tiredness,B2,4
tiresome,B2,4
tiring,B1,3
tissue,B1,3
title,A2,2
to,A1,1
to,A1,1
toast,A2,2
tobacco,B1,3
today,A1,1
today,A1,1
toe,A2,2
toenail,B2,4
together,A1,1
toil,B2,4
toilet,A1,1
tolerant,B2,4
tolerate,B2,4
toll,B2,4
tomato,A1,1
tomb,B2,4
tomorrow,A1,1
tomorrow,A1,1
ton,B2,4
tone,A2,2
tongue,B1,3
tonight,A1,1
tonight,A2,2
too,A1,1
tool,A1,1
tooth,A1,1
toothache,A2,2
toothbrush,A2,2
toothpaste,B1,3
top,B1,3
top,A1,1
topic,A1,1
torch,B2,4
tornado,B1,3
tortoiseshell,B2,4
torture,B2,4
toss,B1,3
total,B1,3
total,B1,3
totally,B1,3
touch,A1,1
touch,B1,3
tough,B2,4
tour,A2,2
tour,B1,3
tour guide,A2,2
tourism,B1,3
tourist,A2,2
tournament,B1,3
toward/towards,A2,2
towel,A1,1
tower,A1,1
town,A1,1
toxic,B2,4
toy,A1,1
trace,B1,3
trace,B2,4
track,A2,2
track,B2,4
tracksuit,B1,3
trade,A2,2
trade,B2,4
trader,B2,4
tradition,A2,2
traditional,A2,2
traditionally,B1,3
traffic,A2,2
traffic jam,B1,3
traffic light,A2,2
tragedy,B1,3
tragic,B1,3
trail,B1,3
trail,B2,4
trailer,B2,4
train,A1,1
train,A2,2
trainee,B2,4
trainer,B2,4
training,A2,2
trait,B2,4
traitor,B2,4
tram,A2,2
tramp,B2,4
trample,B2,4
transcript,B2,4
transfer,B2,4
transfer,B1,3
transform,B1,3
transformation,B1,3
transfusion,B2,4
transient,B2,4
transistor,B2,4
transition,B2,4
transitional,B1,3
transitive,B2,4
translate,B1,3
translation,B2,4
translator,B2,4
transmission,B2,4
transmit,B2,4
transparent,B2,4
transport,B1,3
transport,B2,4
transportation,B1,3
trap,A2,2
trash,B1,3
travel,A2,2
travel,A1,1
travel agent,B1,3
traveler/traveller,A2,2
traverse,B2,4
tray,B2,4
tread,B2,4
treasure,A2,2
treat,B1,3
treat,B2,4
treatment,B1,3
treaty,B2,4
tree,A1,1
trek,B2,4
tremble,B1,3
tremendous,B1,3
tremendously,B2,4
tremor,B2,4
trend,B1,3
trial,B2,4
triangle,B2,4
tribe,B2,4
trick,A2,2
trick,B2,4
tricky,B2,4
trigger,B1,3
trim,B1,3
trio,B2,4
trip,A1,1
trip,B2,4
triumph,B1,3
trivial,B2,4
trolley,B2,4
troop,B2,4
trophy,B2,4
tropic,B2,4
tropical,B1,3
trouble,A2,2
trouble,B1,3
troublesome,B2,4
trousers,A1,1
truck,A1,1
true,A1,1
truly,A2,2
trumpet,B1,3
trunk,B2,4
trust,B2,4
trust,A2,2
trustworthy,B1,3
trusty,B2,4
truth,A2,2
truthful,B2,4
truthfulness,B2,4
try,A1,1
try,A2,2
T-shirt/tee-shirt,A1,1
tub,B2,4
tube,A1,1
tuberculosis,B2,4
Tuesday,A1,1
tug,B2,4
tuition,B2,4
tulip,B2,4
tumble,B1,3
tumor/tumour,B2,4
tuna,B1,3
tune,A2,2
tunnel,B2,4
turbulence,B1,3
turbulent,B2,4
turkey,A1,1
turn,A1,1
turn,A1,1
turning,B1,3
turtle,B1,3
tutor,B2,4
TV,A1,1
twelve,A1,1
twenty,A1,1
twice,A2,2
twin,B1,3
twinkle,B2,4
twist,B1,3
twist,B1,3
twisted,B2,4
two,A1,1
type,A1,1
type,B1,3
typhoid,B2,4
typical,B1,3
typically,B1,3
tyranny,B2,4
tyrant,B2,4
ugly,A1,1
ultimate,B2,4
ultimately,B2,4
umbrella,A1,1
unable,B1,3
unacceptable,B2,4
unafraid,B1,3
unashamedly,B2,4
unattractive,B2,4
unauthorized/unauthorised,B2,4
unavailable,B2,4
unaware,B2,4
unbearable,B2,4
unbeatable,B2,4
unbelievable,B1,3
uncertain,A2,2
uncertainty,B1,3
unchanged,B2,4
uncharacteristic,B2,4
uncle,A1,1
unclear,B1,3
unclearly,B2,4
uncomfortable,A2,2
uncomfortably,B2,4
uncommon,B2,4
unconcerned,B2,4
unconscious,B2,4
uncontrollable,B1,3
uncover,B1,3
under,A1,1
underage,B1,3
underestimate,B2,4
undergo,B1,3
undergraduate,B2,4
underground,B2,4
underground,B2,4
underline,A1,1
underline,B1,3
underneath,B2,4
underneath,B1,3
underpants,B1,3
undersea,B2,4
understand,A2,2
understandable,B2,4
understanding,B2,4
understanding,B2,4
undertake,B2,4
underwater,A2,2
underwater,B2,4
underwear,B2,4
undo,B1,3
undoubtedly,B2,4
undreamed,B2,4
undress,B1,3
undressed,B2,4
unease,B2,4
uneasily,B2,4
uneasy,A2,2
unemployed,B1,3
unemployment,B1,3
unenthusiastic,B2,4
uneven,B2,4
unexpected,B1,3
unexpectedly,B1,3
unfair,A2,2
unfairly,B1,3
unfamiliar,B2,4
unfashionable,B2,4
unfit,B1,3
unfold,B1,3
unforeseen,B2,4
unforgettable,A2,2
unfortunate,B1,3
unfortunately,A2,2
unfriendly,B1,3
ungodly,B2,4
unhappiness,B2,4
unhappy,A2,2
unhealthy,A2,2
unheard,B1,3
unhelpful,B2,4
uniform,A2,2
uniform,A2,2
unify,B1,3
unimaginable,B2,4
unimaginably,B2,4
unimportant,A2,2
uninterested,B1,3
uninteresting,B1,3
union,B1,3
unique,B1,3
unit,A2,2
unite,B1,3
united,B2,4
universal,B2,4
universe,B1,3
university,A2,2
unjustly,B2,4
unkind,B2,4
unknown,A2,2
unless,B1,3
unlike,A2,2
unlike,B2,4
unlikely,B1,3
unlimited,B2,4
unload,B2,4
unlock,B2,4
unlucky,B1,3
unmistakable,B2,4
unmistakably,B2,4
unnatural,B2,4
unnecessary,A2,2
unofficial,B2,4
unpack,B1,3
unpleasant,A2,2
unpopular,B2,4
unpredictable,B1,3
unrealistic,B2,4
unreasonable,B2,4
unrelated,B1,3
unreliable,B2,4
unrest,B2,4
unsafe,B2,4
unsatisfactory,B2,4
unselfish,B2,4
unstoppable,B2,4
unsuccessful,B2,4
unsuitable,B2,4
unsure,B2,4
untalented,B2,4
unthinkably,B2,4
untidy,B1,3
untie,B2,4
until,B1,3
until,A1,1
unto,B2,4
untreated,B2,4
untrimmed,B2,4
unusual,A2,2
unusually,B1,3
unusualness,B2,4
unwanted,B1,3
unwell,B1,3
unwilling,B2,4
unwise,B2,4
unworldly,B2,4
up,A2,2
up,A1,1
upbringing,B2,4
update,B2,4
update,B1,3
upgrade,B2,4
upgrade,B2,4
uplifted,B1,3
upload,B1,3
upon,A2,2
upper,B1,3
upright,B2,4
upright,B2,4
upset,A2,2
upset,B2,4
upside down,B2,4
upside down,B2,4
upstairs,B1,3
upstairs,A2,2
upstairs,B1,3
up-to-date,B1,3
upward,B1,3
urban,B2,4
urge,B1,3
urge,B2,4
urgent,B1,3
urgently,B2,4
us,A1,1
usage,B1,3
use,A2,2
use,A1,1
used,A2,2
used to,B1,3
useful,A2,2
useless,B1,3
user,B2,4
usher,B2,4
usual,A2,2
usually,A1,1
utility,B2,4
utilize/utilise,B2,4
utter,B2,4
utterly,B2,4
vacancy,B1,3
vacant,B2,4
vacation,A1,1
vaccine,B2,4
vague,B1,3
vain,B1,3
valentine,B2,4
valid,B2,4
valley,A2,2
valuable,B1,3
value,A2,2
value,B2,4
van,B1,3
vanish,B2,4
vanity,B2,4
variation,B2,4
varied,B2,4
variety,B1,3
various,B1,3
vary,B1,3
vase,A1,1
vast,B1,3
vegetable,A1,1
vegetarian,B1,3
vegetarian,B1,3
vehicle,B1,3
vein,B1,3
venture,B2,4
venue,B2,4
verb,A2,2
verbal,B2,4
verbally,B2,4
verse,B2,4
verse,B2,4
version,B2,4
versus,B2,4
very,B2,4
very,A1,1
vessel,B1,3
vet,B1,3
veteran,B2,4
via,B1,3
vibrate,B2,4
vibration,B2,4
vice,B1,3
vice president,B1,3
victim,B1,3
victory,B1,3
video,A1,1
video clip,B1,3
video game,A2,2
view,A2,2
view,B1,3
viewer,B2,4
viewpoint,B1,3
vigor/vigour,B2,4
vigorous,B2,4
vigorously,B2,4
villa,B2,4
village,A2,2
villager,B2,4
vinegar,B2,4
violate,B2,4
violence,B1,3
violent,A2,2
violently,B1,3
violin,A2,2
virtual,B1,3
virtual reality,B2,4
virtually,B2,4
virtue,B2,4
virus,B1,3
visa,B1,3
visible,B1,3
visibly,B2,4
vision,B1,3
visit,A1,1
visit,A1,1
visitor,A2,2
visual,B1,3
visually,B1,3
vital,B2,4
vitamin,B2,4
vivid,B1,3
vividly,B1,3
vocabulary,A2,2
vocalist,B2,4
voice,A2,2
volcano,B1,3
volleyball,A1,1
volume,B1,3
volunteer,B2,4
volunteer,B1,3
vomit,B2,4
vote,A1,1
vote,B1,3
voter,B2,4
vow,B2,4
vowel,B1,3
voyage,B1,3
wage,B2,4
wagon,B1,3
waist,B2,4
waistcoat,B2,4
wait,B2,4
wait,A1,1
waiter,A1,1
waitress,A1,1
wake,A1,1
wake,B1,3
walk,A1,1
walk,A1,1
walkabout,B2,4
walker,B2,4
walking,A2,2
wall,A1,1
wallboard,B2,4
wallet,A2,2
walnut,B2,4
wander,A2,2
want,B2,4
want,A1,1
war,A1,1
ward,B1,3
wardrobe,B1,3
warm,A1,1
warm,B1,3
warmly,B1,3
warmth,B1,3
warn,B1,3
warning,B1,3
warranty,B1,3
warrior,B1,3
warship,B2,4
wartime,B2,4
was,A1,1
wash,A1,1
wash,A1,1
washbowl,B1,3
washing machine,A2,2
washing-up,A2,2
wasp,B2,4
waste,B1,3
waste,B1,3
waste,B1,3
wasteful,B1,3
watch,A1,1
watch,A1,1
water,A1,1
water,B2,4
waterfall,B1,3
waterproof,B2,4
wave,A2,2
wave,B1,3
wax,B1,3
wax,B1,3
way,A1,1
we,A1,1
weak,A2,2
weaken,B2,4
weakly,B2,4
weakness,B1,3
wealth,A2,2
wealthy,B2,4
weapon,B1,3
wear,A1,1
wearisome,B2,4
weary,B2,4
weather,A1,1
weather forecast,B1,3
weave,B2,4
web,A2,2
web page,A2,2
webcam,B1,3
website,A2,2
wed,B2,4
wedding,A2,2
Wednesday,A1,1
weed,B2,4
week,A1,1
weekday,A2,2
weekend,A1,1
weekly,A2,2
weekly,A2,2
weep,A2,2
weigh,A2,2
weight,A2,2
weird,B1,3
welcome,B1,3
welcome,A1,1
welcome,B2,4
welcome,A1,1
welfare,B2,4
well,A1,1
well,A1,1
well-balanced,B2,4
well-built,B2,4
well-dressed,B1,3
well-known,A2,2
well-organized/well-organised,B2,4
well-paid,B2,4
were,A1,1
west,A2,2
west,A2,2
west,A2,2
western,B2,4
westward,B1,3
wet,A2,2
wetland,B1,3
whale,B1,3
what,A1,1
what,A1,1
whatever,A2,2
whatever,B1,3
wheat,B2,4
wheel,A1,1
wheelchair,A2,2
when,A1,1
when,A1,1
whenever,B1,3
whenever,B1,3
where,A1,1
where,A1,1
whereas,B2,4
wherever,B1,3
whether,B1,3
which,A1,1
which,A1,1
whichever,B1,3
whichever,B2,4
while,A2,2
while,B1,3
whip,B2,4
whiskey/whisky,B2,4
whisper,B1,3
whisper,B2,4
whistle,B1,3
whistle,B2,4
white,A1,1
white,A1,1
who,A1,1
whoever,B1,3
whole,A2,2
whole,B1,3
whom,A2,2
whose,A1,1
whose,A1,1
why,A1,1
wide,A2,2
wide,A2,2
widely,A2,2
widen,B2,4
widespread,B1,3
widow,B2,4
width,B2,4
wife,A1,1
wild,A2,2
wilderness,B2,4
wildlife,B1,3
wildly,B1,3
will,A1,1
will,B2,4
willing,B2,4
willingly,B2,4
willingness,B1,3
win,B2,4
win,A1,1
wind,A1,1
wind,B2,4
winding,B2,4
window,A1,1
windscreen,B1,3
windshield,B2,4
windsurfing,B1,3
windy,A2,2
wine,A2,2
wing,B1,3
wink,B2,4
winner,A2,2
winter,A1,1
wipe,B2,4
wire,B1,3
wire,B2,4
wisdom,A2,2
wise,A2,2
wish,A1,1
wish,A2,2
wit,B2,4
with,A1,1
withdraw,B2,4
withdrawal,B2,4
wither,B1,3
within,A2,2
without,A2,2
witness,B2,4
witness,B1,3
witty,B2,4
wizard,B1,3
wolf,B2,4
woman,A1,1
wonder,B1,3
wonder,A2,2
wonderful,A1,1
wondrous,B2,4
wood,A2,2
woodcarving,B2,4
wooden,A2,2
wool,A2,2
word,A1,1
wordlessly,B2,4
work,A1,1
work,A1,1
workaholic,B2,4
workbench,B2,4
worker,A1,1
working,B1,3
workman,B2,4
workout,B1,3
workplace,B1,3
workshop,B1,3
worktable,B2,4
world,A1,1
worldly,B2,4
worldview,B2,4
worldwide,B2,4
worldwide,A2,2
worm,B2,4
worn,B1,3
wornout/worn out/worn-out,B2,4
worried,A2,2
worry,A1,1
worry,A2,2
worrying,B2,4
worse,A2,2
worse,A2,2
worse,B2,4
worsen,B2,4
worship,B2,4
worst,A2,2
worst,B2,4
worst,B1,3
worth,B1,3
worthless,B2,4
worthwhile,B1,3
worthy,B1,3
would,A1,1
wound,B1,3
wound,B2,4
wrap,B1,3
wrap,B1,3
wrapping,B1,3
wreck,B2,4
wrist,B1,3
wristwatch,B1,3
write,A1,1
writer,A1,1
writing,A2,2
written,B1,3
wrong,A1,1
wrong,A2,2
wrongly,B2,4
X-ray,B2,4
yacht,B2,4
yard,A1,1
yawn,B2,4
yawn,B2,4
yeah,A2,2
year,A1,1
yearn,B2,4
yell,B1,3
yell,B2,4
yellow,A1,1
yellow,A1,1
yes,A1,1
yesterday,A1,1
yet,A1,1
yet,B1,3
yield,B2,4
yoga,B1,3
yogurt/yoghurt,A1,1
you,A1,1
young,A1,1
your,A1,1
yours,A1,1
yourself,A1,1
youth,A2,2
youthful,B2,4
yummy,B2,4
zebra,B2,4
zip,B2,4
zone,A2,2
zoo,A1,1
zoom,B2,4
exterior,C1,5
cloak,C1,5
timid,C1,5
reluctantly,C1,5
complexity,C1,5
concur,C1,5
avid,C1,5
marvel,C1,5
wing,C1,5
enviable,C1,5
organizational,C1,5
psychiatrist,C1,5
psychiatric,C1,5
clinical,C1,5
corps,C1,5
forensic,C1,5
juvenile,C1,5
juvenile,C1,5
jurisdiction,C1,5
accustomed,C1,5
trauma,C1,5
traumatic,C1,5
constraint,C1,5
revealing,C1,5
eccentric,C1,5
sanctity,C1,5
conform,C1,5
norms,C1,5
quirk,C1,5
oddity,C1,5
compel,C1,5
compulsion,C1,5
conceive,C1,5
conceivable,C1,5
assertion,C1,5
individuality,C1,5
psyche,C1,5
conformity,C1,5
unconventional,C1,5
congregate,C1,5
rally,C1,5
resent,C1,5
self-conscious,C1,5
wary,C1,5
stoke,C1,5
dynamically,C1,5
hostess,C1,5
perpetuate,C1,5
naturalness,C1,5
exhibitionist,C1,5
isolate,C1,5
isolated,C1,5
humble,C1,5
humble,C1,5
refreshingly,C1,5
effortless,C1,5
vegetation,C1,5
brief,C1,5
respite,C1,5
suffice,C1,5
purity,C1,5
gruelling,C1,5
cast,C1,5
cast,C1,5
cast,C1,5
comprise,C1,5
plaster,C1,5
plaster,C1,5
darkroom,C1,5
induct,C1,5
induction,C1,5
stock,C1,5
fossil,C1,5
geological,C1,5
geologically,C1,5
house,C1,5
specimen,C1,5
enormously,C1,5
gem,C1,5
explanatory,C1,5
vertical,C1,5
knowledgeable,C1,5
ordinarily,C1,5
hanging,C1,5
hanging,C1,5
tomb,C1,5
formulate,C1,5
resin,C1,5
sacrifice,C1,5
sacrifice,C1,5
cleanly,C1,5
endorsement,C1,5
stretching,C1,5
continuity,C1,5
shambles,C1,5
claustrophobic,C1,5
claustrophobia,C1,5
headstrong,C1,5
tact,C1,5
tactful,C1,5
tactfully,C1,5
blister,C1,5
blister,C1,5
sponsorship,C1,5
ego,C1,5
class,C1,5
saloon,C1,5
lap,C1,5
beforehand,C1,5
slob,C1,5
coverage,C1,5
unplug,C1,5
gadget,C1,5
rediscover,C1,5
subtly,C1,5
brainwash,C1,5
brainwashing,C1,5
implicate,C1,5
craft,C1,5
malfunction,C1,5
dependent,C1,5
wayside,C1,5
expire,C1,5
con,C1,5
con,C1,5
puzzle,C1,5
damply,C1,5
ghostly,C1,5
carrier,C1,5
washtub,C1,5
apt,C1,5
apt to,C1,5
portable,C1,5
portable,C1,5
ornamental,C1,5
placid,C1,5
placidly,C1,5
unmanageable,C1,5
appliance,C1,5
relinquish,C1,5
tedious,C1,5
tedium,C1,5
exert,C1,5
extortion,C1,5
alleviate,C1,5
elaborate,C1,5
elaborate,C1,5
elaboration,C1,5
detest,C1,5
detestable,C1,5
suds,C1,5
agreeable,C1,5
prowl,C1,5
speculate,C1,5
speculation,C1,5
speculative,C1,5
peacock,C1,5
disdain,C1,5
reenact,C1,5
torment,C1,5
torment,C1,5
extravagance,C1,5
exploit,C1,5
exploitation,C1,5
mechanism,C1,5
hence,C1,5
offspring,C1,5
implicate,C1,5
fit,C1,5
oblige,C1,5
drive,C1,5
drive,C1,5
collaborate,C1,5
collaborator,C1,5
collaboration,C1,5
collaborative,C1,5
showy,C1,5
wrangle,C1,5
premise,C1,5
advantageous,C1,5
parasite,C1,5
fanciful,C1,5
poise,C1,5
customary,C1,5
insightful,C1,5
notable,C1,5
vicious,C1,5
viciously,C1,5
pupil,C1,5
withdrawn,C1,5
withdrawal,C1,5
torturous,C1,5
depict,C1,5
depiction,C1,5
upheaval,C1,5
shortlist,C1,5
shortlist,C1,5
uneventful,C1,5
pertinent,C1,5
pertain to,C1,5
daydream,C1,5
daydream,C1,5
protagonist,C1,5
simplicity,C1,5
blockbuster,C1,5
resonate,C1,5
sequel,C1,5
irony,C1,5
acidic,C1,5
align,C1,5
alignment,C1,5
manipulation,C1,5
suitor,C1,5
deceit,C1,5
alienate,C1,5
persuasively,C1,5
compel,C1,5
confinement,C1,5
minutiae,C1,5
peasant,C1,5
inexplicable,C1,5
inexplicably,C1,5
pigeon,C1,5
harass,C1,5
harassment,C1,5
believably,C1,5
readable,C1,5
cleverness,C1,5
persecute,C1,5
persecution,C1,5
smug,C1,5
smugly,C1,5
